data_hora;equipe;figurinha;acao;origem
08/06/2026 12:09;alemanha;efetividade_90;nao_atingida;banco
08/06/2026 12:09;alemanha;pe_50pct_prom;preenchida;banco
08/06/2026 12:09;alemanha;pe_100pct_prom;nao_atingida;banco
08/06/2026 12:09;alemanha;cross_50pct;nao_atingida;banco
08/06/2026 12:09;alemanha;terminal_20pct;nao_atingida;banco
08/06/2026 12:09;alemanha;ilha_20pct;preenchida;banco
08/06/2026 12:09;alemanha;display_turbilhao;preenchida;banco
08/06/2026 12:09;alemanha;criativo_copa_2;nao_atingida;banco
08/06/2026 12:09;alemanha;criativo_copa_4;nao_atingida;banco
08/06/2026 12:09;alemanha;criativo_sj_2;nao_atingida;banco
08/06/2026 12:09;alemanha;criativo_sj_4;nao_atingida;banco
08/06/2026 12:09;alemanha;mpdv_leve_25;preenchida;banco
08/06/2026 12:09;alemanha;mpdv_leve_50;preenchida;banco
08/06/2026 12:09;alemanha;mpdv_pesado_1;preenchida;banco
08/06/2026 12:09;alemanha;mpdv_pesado_2;preenchida;banco
08/06/2026 12:09;alemanha;autofalante;preenchida;banco
08/06/2026 12:09;holanda;efetividade_90;nao_atingida;banco
08/06/2026 12:09;holanda;pe_50pct_prom;preenchida;banco
08/06/2026 12:09;holanda;pe_100pct_prom;nao_atingida;banco
08/06/2026 12:09;holanda;cross_50pct;nao_atingida;banco
08/06/2026 12:09;holanda;terminal_20pct;nao_atingida;banco
08/06/2026 12:09;holanda;ilha_20pct;preenchida;banco
08/06/2026 12:09;holanda;display_turbilhao;nao_atingida;banco
08/06/2026 12:09;holanda;criativo_copa_2;nao_atingida;banco
08/06/2026 12:09;holanda;criativo_copa_4;nao_atingida;banco
08/06/2026 12:09;holanda;criativo_sj_2;nao_atingida;banco
08/06/2026 12:09;holanda;criativo_sj_4;nao_atingida;banco
08/06/2026 12:09;holanda;mpdv_leve_25;preenchida;banco
08/06/2026 12:09;holanda;mpdv_leve_50;preenchida;banco
08/06/2026 12:09;holanda;mpdv_pesado_1;preenchida;banco
08/06/2026 12:09;holanda;mpdv_pesado_2;preenchida;banco
08/06/2026 12:09;holanda;autofalante;nao_atingida;banco
08/06/2026 12:09;uruguai;efetividade_90;nao_atingida;banco
08/06/2026 12:09;uruguai;pe_50pct_prom;preenchida;banco
08/06/2026 12:09;uruguai;pe_100pct_prom;nao_atingida;banco
08/06/2026 12:09;uruguai;cross_50pct;nao_atingida;banco
08/06/2026 12:09;uruguai;terminal_20pct;nao_atingida;banco
08/06/2026 12:09;uruguai;ilha_20pct;nao_atingida;banco
08/06/2026 12:09;uruguai;display_turbilhao;preenchida;banco
08/06/2026 12:09;uruguai;criativo_copa_2;nao_atingida;banco
08/06/2026 12:09;uruguai;criativo_copa_4;nao_atingida;banco
08/06/2026 12:09;uruguai;criativo_sj_2;nao_atingida;banco
08/06/2026 12:09;uruguai;criativo_sj_4;nao_atingida;banco
08/06/2026 12:09;uruguai;mpdv_leve_25;preenchida;banco
08/06/2026 12:09;uruguai;mpdv_leve_50;preenchida;banco
08/06/2026 12:09;uruguai;mpdv_pesado_1;preenchida;banco
08/06/2026 12:09;uruguai;mpdv_pesado_2;preenchida;banco
08/06/2026 12:09;uruguai;autofalante;preenchida;banco
08/06/2026 12:09;espanha;efetividade_90;nao_atingida;banco
08/06/2026 12:09;espanha;pe_50pct_prom;preenchida;banco
08/06/2026 12:09;espanha;pe_100pct_prom;nao_atingida;banco
08/06/2026 12:09;espanha;cross_50pct;nao_atingida;banco
08/06/2026 12:09;espanha;terminal_20pct;nao_atingida;banco
08/06/2026 12:09;espanha;ilha_20pct;nao_atingida;banco
08/06/2026 12:09;espanha;display_turbilhao;preenchida;banco
08/06/2026 12:09;espanha;criativo_copa_2;nao_atingida;banco
08/06/2026 12:09;espanha;criativo_copa_4;nao_atingida;banco
08/06/2026 12:09;espanha;criativo_sj_2;nao_atingida;banco
08/06/2026 12:09;espanha;criativo_sj_4;nao_atingida;banco
08/06/2026 12:09;espanha;mpdv_leve_25;preenchida;banco
08/06/2026 12:09;espanha;mpdv_leve_50;preenchida;banco
08/06/2026 12:09;espanha;mpdv_pesado_1;preenchida;banco
08/06/2026 12:09;espanha;mpdv_pesado_2;preenchida;banco
08/06/2026 12:09;espanha;autofalante;preenchida;banco
08/06/2026 12:09;franca;efetividade_90;nao_atingida;banco
08/06/2026 12:09;franca;pe_50pct_prom;preenchida;banco
08/06/2026 12:09;franca;pe_100pct_prom;nao_atingida;banco
08/06/2026 12:09;franca;cross_50pct;nao_atingida;banco
08/06/2026 12:09;franca;terminal_20pct;nao_atingida;banco
08/06/2026 12:09;franca;ilha_20pct;nao_atingida;banco
08/06/2026 12:09;franca;display_turbilhao;nao_atingida;banco
08/06/2026 12:09;franca;criativo_copa_2;nao_atingida;banco
08/06/2026 12:09;franca;criativo_copa_4;nao_atingida;banco
08/06/2026 12:09;franca;criativo_sj_2;nao_atingida;banco
08/06/2026 12:09;franca;criativo_sj_4;nao_atingida;banco
08/06/2026 12:09;franca;mpdv_leve_25;preenchida;banco
08/06/2026 12:09;franca;mpdv_leve_50;preenchida;banco
08/06/2026 12:09;franca;mpdv_pesado_1;preenchida;banco
08/06/2026 12:09;franca;mpdv_pesado_2;preenchida;banco
08/06/2026 12:09;franca;autofalante;preenchida;banco
08/06/2026 12:09;japao;efetividade_90;nao_atingida;banco
08/06/2026 12:09;japao;pe_50pct_prom;preenchida;banco
08/06/2026 12:09;japao;pe_100pct_prom;nao_atingida;banco
08/06/2026 12:09;japao;cross_50pct;nao_atingida;banco
08/06/2026 12:09;japao;terminal_20pct;nao_atingida;banco
08/06/2026 12:09;japao;ilha_20pct;nao_atingida;banco
08/06/2026 12:09;japao;display_turbilhao;preenchida;banco
08/06/2026 12:09;japao;criativo_copa_2;nao_atingida;banco
08/06/2026 12:09;japao;criativo_copa_4;nao_atingida;banco
08/06/2026 12:09;japao;criativo_sj_2;nao_atingida;banco
08/06/2026 12:09;japao;criativo_sj_4;nao_atingida;banco
08/06/2026 12:09;japao;mpdv_leve_25;preenchida;banco
08/06/2026 12:09;japao;mpdv_leve_50;preenchida;banco
08/06/2026 12:09;japao;mpdv_pesado_1;preenchida;banco
08/06/2026 12:09;japao;mpdv_pesado_2;preenchida;banco
08/06/2026 12:09;japao;autofalante;preenchida;banco
08/06/2026 12:09;portugal;efetividade_90;nao_atingida;banco
08/06/2026 12:09;portugal;pe_50pct_prom;preenchida;banco
08/06/2026 12:09;portugal;pe_100pct_prom;nao_atingida;banco
08/06/2026 12:09;portugal;cross_50pct;nao_atingida;banco
08/06/2026 12:09;portugal;terminal_20pct;nao_atingida;banco
08/06/2026 12:09;portugal;ilha_20pct;nao_atingida;banco
08/06/2026 12:09;portugal;display_turbilhao;preenchida;banco
08/06/2026 12:09;portugal;criativo_copa_2;nao_atingida;banco
08/06/2026 12:09;portugal;criativo_copa_4;nao_atingida;banco
08/06/2026 12:09;portugal;criativo_sj_2;nao_atingida;banco
08/06/2026 12:09;portugal;criativo_sj_4;nao_atingida;banco
08/06/2026 12:09;portugal;mpdv_leve_25;preenchida;banco
08/06/2026 12:09;portugal;mpdv_leve_50;preenchida;banco
08/06/2026 12:09;portugal;mpdv_pesado_1;preenchida;banco
08/06/2026 12:09;portugal;mpdv_pesado_2;preenchida;banco
08/06/2026 12:09;portugal;autofalante;preenchida;banco
08/06/2026 12:09;inglaterra;efetividade_90;nao_atingida;banco
08/06/2026 12:09;inglaterra;pe_50pct_prom;nao_atingida;banco
08/06/2026 12:09;inglaterra;pe_100pct_prom;nao_atingida;banco
08/06/2026 12:09;inglaterra;cross_50pct;nao_atingida;banco
08/06/2026 12:09;inglaterra;terminal_20pct;nao_atingida;banco
08/06/2026 12:09;inglaterra;ilha_20pct;preenchida;banco
08/06/2026 12:09;inglaterra;display_turbilhao;nao_atingida;banco
08/06/2026 12:09;inglaterra;criativo_copa_2;nao_atingida;banco
08/06/2026 12:09;inglaterra;criativo_copa_4;nao_atingida;banco
08/06/2026 12:09;inglaterra;criativo_sj_2;nao_atingida;banco
08/06/2026 12:09;inglaterra;criativo_sj_4;nao_atingida;banco
08/06/2026 12:09;inglaterra;mpdv_leve_25;preenchida;banco
08/06/2026 12:09;inglaterra;mpdv_leve_50;preenchida;banco
08/06/2026 12:09;inglaterra;mpdv_pesado_1;preenchida;banco
08/06/2026 12:09;inglaterra;mpdv_pesado_2;preenchida;banco
08/06/2026 12:09;inglaterra;autofalante;nao_atingida;banco
08/06/2026 14:22:34,mexico,efetividade_90,nao_atingida,banco
08/06/2026 14:22:34,mexico,pe_50pct_prom,nao_atingida,banco
08/06/2026 14:22:34,mexico,pe_100pct_prom,nao_atingida,banco
08/06/2026 14:22:34,mexico,cross_50pct,nao_atingida,banco
08/06/2026 14:22:34,mexico,terminal_20pct,nao_atingida,banco
08/06/2026 14:22:34,mexico,ilha_20pct,preenchida,banco
08/06/2026 14:22:34,mexico,display_turbilhao,nao_atingida,banco
08/06/2026 14:22:34,mexico,criativo_copa_2,nao_atingida,banco
08/06/2026 14:22:34,mexico,criativo_copa_4,nao_atingida,banco
08/06/2026 14:22:34,mexico,criativo_sj_2,nao_atingida,banco
08/06/2026 14:22:34,mexico,criativo_sj_4,nao_atingida,banco
08/06/2026 14:22:34,mexico,mpdv_leve_25,preenchida,banco
08/06/2026 14:22:34,mexico,mpdv_leve_50,preenchida,banco
08/06/2026 14:22:34,mexico,mpdv_pesado_1,preenchida,banco
08/06/2026 14:22:34,mexico,mpdv_pesado_2,preenchida,banco
08/06/2026 14:22:34,mexico,autofalante,preenchida,banco
08/06/2026 14:22:34,canada,efetividade_90,nao_atingida,banco
08/06/2026 14:22:34,canada,pe_50pct_prom,preenchida,banco
08/06/2026 14:22:34,canada,pe_100pct_prom,nao_atingida,banco
08/06/2026 14:22:34,canada,cross_50pct,nao_atingida,banco
08/06/2026 14:22:34,canada,terminal_20pct,nao_atingida,banco
08/06/2026 14:22:34,canada,ilha_20pct,nao_atingida,banco
08/06/2026 14:22:34,canada,display_turbilhao,preenchida,banco
08/06/2026 14:22:34,canada,criativo_copa_2,nao_atingida,banco
08/06/2026 14:22:34,canada,criativo_copa_4,nao_atingida,banco
08/06/2026 14:22:34,canada,criativo_sj_2,nao_atingida,banco
08/06/2026 14:22:34,canada,criativo_sj_4,nao_atingida,banco
08/06/2026 14:22:34,canada,mpdv_leve_25,preenchida,banco
08/06/2026 14:22:34,canada,mpdv_leve_50,preenchida,banco
08/06/2026 14:22:34,canada,mpdv_pesado_1,preenchida,banco
08/06/2026 14:22:34,canada,mpdv_pesado_2,preenchida,banco
08/06/2026 14:22:34,canada,autofalante,preenchida,banco
08/06/2026 14:22:34,belgica,efetividade_90,nao_atingida,banco
08/06/2026 14:22:34,belgica,pe_50pct_prom,preenchida,banco
08/06/2026 14:22:34,belgica,pe_100pct_prom,nao_atingida,banco
08/06/2026 14:22:34,belgica,cross_50pct,nao_atingida,banco
08/06/2026 14:22:34,belgica,terminal_20pct,preenchida,banco
08/06/2026 14:22:34,belgica,ilha_20pct,preenchida,banco
08/06/2026 14:22:34,belgica,display_turbilhao,nao_atingida,banco
08/06/2026 14:22:34,belgica,criativo_copa_2,nao_atingida,banco
08/06/2026 14:22:34,belgica,criativo_copa_4,nao_atingida,banco
08/06/2026 14:22:34,belgica,criativo_sj_2,nao_atingida,banco
08/06/2026 14:22:34,belgica,criativo_sj_4,nao_atingida,banco
08/06/2026 14:22:34,belgica,mpdv_leve_25,preenchida,banco
08/06/2026 14:22:34,belgica,mpdv_leve_50,preenchida,banco
08/06/2026 14:22:34,belgica,mpdv_pesado_1,preenchida,banco
08/06/2026 14:22:34,belgica,mpdv_pesado_2,preenchida,banco
08/06/2026 14:22:34,belgica,autofalante,preenchida,banco
08/06/2026 14:22:34,alemanha,efetividade_90,nao_atingida,banco
08/06/2026 14:22:34,alemanha,pe_50pct_prom,preenchida,banco
08/06/2026 14:22:34,alemanha,pe_100pct_prom,nao_atingida,banco
08/06/2026 14:22:34,alemanha,cross_50pct,nao_atingida,banco
08/06/2026 14:22:34,alemanha,terminal_20pct,nao_atingida,banco
08/06/2026 14:22:34,alemanha,ilha_20pct,preenchida,banco
08/06/2026 14:22:34,alemanha,display_turbilhao,preenchida,banco
08/06/2026 14:22:34,alemanha,criativo_copa_2,nao_atingida,banco
08/06/2026 14:22:34,alemanha,criativo_copa_4,nao_atingida,banco
08/06/2026 14:22:34,alemanha,criativo_sj_2,nao_atingida,banco
08/06/2026 14:22:34,alemanha,criativo_sj_4,nao_atingida,banco
08/06/2026 14:22:34,alemanha,mpdv_leve_25,preenchida,banco
08/06/2026 14:22:34,alemanha,mpdv_leve_50,preenchida,banco
08/06/2026 14:22:34,alemanha,mpdv_pesado_1,preenchida,banco
08/06/2026 14:22:34,alemanha,mpdv_pesado_2,preenchida,banco
08/06/2026 14:22:34,alemanha,autofalante,preenchida,banco
08/06/2026 14:22:34,holanda,efetividade_90,nao_atingida,banco
08/06/2026 14:22:34,holanda,pe_50pct_prom,preenchida,banco
08/06/2026 14:22:34,holanda,pe_100pct_prom,nao_atingida,banco
08/06/2026 14:22:34,holanda,cross_50pct,nao_atingida,banco
08/06/2026 14:22:34,holanda,terminal_20pct,nao_atingida,banco
08/06/2026 14:22:34,holanda,ilha_20pct,preenchida,banco
08/06/2026 14:22:34,holanda,display_turbilhao,nao_atingida,banco
08/06/2026 14:22:34,holanda,criativo_copa_2,nao_atingida,banco
08/06/2026 14:22:34,holanda,criativo_copa_4,nao_atingida,banco
08/06/2026 14:22:34,holanda,criativo_sj_2,nao_atingida,banco
08/06/2026 14:22:34,holanda,criativo_sj_4,nao_atingida,banco
08/06/2026 14:22:34,holanda,mpdv_leve_25,preenchida,banco
08/06/2026 14:22:34,holanda,mpdv_leve_50,preenchida,banco
08/06/2026 14:22:34,holanda,mpdv_pesado_1,preenchida,banco
08/06/2026 14:22:34,holanda,mpdv_pesado_2,preenchida,banco
08/06/2026 14:22:34,holanda,autofalante,nao_atingida,banco
08/06/2026 14:22:34,uruguai,efetividade_90,nao_atingida,banco
08/06/2026 14:22:34,uruguai,pe_50pct_prom,preenchida,banco
08/06/2026 14:22:34,uruguai,pe_100pct_prom,nao_atingida,banco
08/06/2026 14:22:34,uruguai,cross_50pct,nao_atingida,banco
08/06/2026 14:22:34,uruguai,terminal_20pct,nao_atingida,banco
08/06/2026 14:22:34,uruguai,ilha_20pct,nao_atingida,banco
08/06/2026 14:22:34,uruguai,display_turbilhao,preenchida,banco
08/06/2026 14:22:34,uruguai,criativo_copa_2,nao_atingida,banco
08/06/2026 14:22:34,uruguai,criativo_copa_4,nao_atingida,banco
08/06/2026 14:22:34,uruguai,criativo_sj_2,nao_atingida,banco
08/06/2026 14:22:34,uruguai,criativo_sj_4,nao_atingida,banco
08/06/2026 14:22:34,uruguai,mpdv_leve_25,preenchida,banco
08/06/2026 14:22:34,uruguai,mpdv_leve_50,preenchida,banco
08/06/2026 14:22:34,uruguai,mpdv_pesado_1,preenchida,banco
08/06/2026 14:22:34,uruguai,mpdv_pesado_2,preenchida,banco
08/06/2026 14:22:34,uruguai,autofalante,preenchida,banco
08/06/2026 14:22:34,espanha,efetividade_90,nao_atingida,banco
08/06/2026 14:22:34,espanha,pe_50pct_prom,preenchida,banco
08/06/2026 14:22:34,espanha,pe_100pct_prom,nao_atingida,banco
08/06/2026 14:22:34,espanha,cross_50pct,nao_atingida,banco
08/06/2026 14:22:34,espanha,terminal_20pct,nao_atingida,banco
08/06/2026 14:22:34,espanha,ilha_20pct,nao_atingida,banco
08/06/2026 14:22:34,espanha,display_turbilhao,preenchida,banco
08/06/2026 14:22:34,espanha,criativo_copa_2,nao_atingida,banco
08/06/2026 14:22:34,espanha,criativo_copa_4,nao_atingida,banco
08/06/2026 14:22:34,espanha,criativo_sj_2,nao_atingida,banco
08/06/2026 14:22:34,espanha,criativo_sj_4,nao_atingida,banco
08/06/2026 14:22:34,espanha,mpdv_leve_25,preenchida,banco
08/06/2026 14:22:34,espanha,mpdv_leve_50,preenchida,banco
08/06/2026 14:22:34,espanha,mpdv_pesado_1,preenchida,banco
08/06/2026 14:22:34,espanha,mpdv_pesado_2,preenchida,banco
08/06/2026 14:22:34,espanha,autofalante,preenchida,banco
08/06/2026 14:22:34,franca,efetividade_90,nao_atingida,banco
08/06/2026 14:22:34,franca,pe_50pct_prom,preenchida,banco
08/06/2026 14:22:34,franca,pe_100pct_prom,nao_atingida,banco
08/06/2026 14:22:34,franca,cross_50pct,nao_atingida,banco
08/06/2026 14:22:34,franca,terminal_20pct,nao_atingida,banco
08/06/2026 14:22:34,franca,ilha_20pct,nao_atingida,banco
08/06/2026 14:22:34,franca,display_turbilhao,nao_atingida,banco
08/06/2026 14:22:34,franca,criativo_copa_2,nao_atingida,banco
08/06/2026 14:22:34,franca,criativo_copa_4,nao_atingida,banco
08/06/2026 14:22:34,franca,criativo_sj_2,nao_atingida,banco
08/06/2026 14:22:34,franca,criativo_sj_4,nao_atingida,banco
08/06/2026 14:22:34,franca,mpdv_leve_25,preenchida,banco
08/06/2026 14:22:34,franca,mpdv_leve_50,preenchida,banco
08/06/2026 14:22:34,franca,mpdv_pesado_1,preenchida,banco
08/06/2026 14:22:34,franca,mpdv_pesado_2,preenchida,banco
08/06/2026 14:22:34,franca,autofalante,preenchida,banco
08/06/2026 14:22:34,japao,efetividade_90,nao_atingida,banco
08/06/2026 14:22:34,japao,pe_50pct_prom,preenchida,banco
08/06/2026 14:22:34,japao,pe_100pct_prom,nao_atingida,banco
08/06/2026 14:22:34,japao,cross_50pct,nao_atingida,banco
08/06/2026 14:22:34,japao,terminal_20pct,nao_atingida,banco
08/06/2026 14:22:34,japao,ilha_20pct,nao_atingida,banco
08/06/2026 14:22:34,japao,display_turbilhao,preenchida,banco
08/06/2026 14:22:34,japao,criativo_copa_2,nao_atingida,banco
08/06/2026 14:22:34,japao,criativo_copa_4,nao_atingida,banco
08/06/2026 14:22:34,japao,criativo_sj_2,nao_atingida,banco
08/06/2026 14:22:34,japao,criativo_sj_4,nao_atingida,banco
08/06/2026 14:22:34,japao,mpdv_leve_25,preenchida,banco
08/06/2026 14:22:34,japao,mpdv_leve_50,preenchida,banco
08/06/2026 14:22:34,japao,mpdv_pesado_1,preenchida,banco
08/06/2026 14:22:34,japao,mpdv_pesado_2,preenchida,banco
08/06/2026 14:22:34,japao,autofalante,preenchida,banco
08/06/2026 14:22:34,portugal,efetividade_90,nao_atingida,banco
08/06/2026 14:22:34,portugal,pe_50pct_prom,preenchida,banco
08/06/2026 14:22:34,portugal,pe_100pct_prom,nao_atingida,banco
08/06/2026 14:22:34,portugal,cross_50pct,nao_atingida,banco
08/06/2026 14:22:34,portugal,terminal_20pct,nao_atingida,banco
08/06/2026 14:22:34,portugal,ilha_20pct,nao_atingida,banco
08/06/2026 14:22:34,portugal,display_turbilhao,preenchida,banco
08/06/2026 14:22:34,portugal,criativo_copa_2,nao_atingida,banco
08/06/2026 14:22:34,portugal,criativo_copa_4,nao_atingida,banco
08/06/2026 14:22:34,portugal,criativo_sj_2,nao_atingida,banco
08/06/2026 14:22:34,portugal,criativo_sj_4,nao_atingida,banco
08/06/2026 14:22:34,portugal,mpdv_leve_25,preenchida,banco
08/06/2026 14:22:34,portugal,mpdv_leve_50,preenchida,banco
08/06/2026 14:22:34,portugal,mpdv_pesado_1,preenchida,banco
08/06/2026 14:22:34,portugal,mpdv_pesado_2,preenchida,banco
08/06/2026 14:22:34,portugal,autofalante,preenchida,banco
08/06/2026 14:22:34,inglaterra,efetividade_90,nao_atingida,banco
08/06/2026 14:22:34,inglaterra,pe_50pct_prom,nao_atingida,banco
08/06/2026 14:22:34,inglaterra,pe_100pct_prom,nao_atingida,banco
08/06/2026 14:22:34,inglaterra,cross_50pct,nao_atingida,banco
08/06/2026 14:22:34,inglaterra,terminal_20pct,nao_atingida,banco
08/06/2026 14:22:34,inglaterra,ilha_20pct,preenchida,banco
08/06/2026 14:22:34,inglaterra,display_turbilhao,nao_atingida,banco
08/06/2026 14:22:34,inglaterra,criativo_copa_2,nao_atingida,banco
08/06/2026 14:22:34,inglaterra,criativo_copa_4,nao_atingida,banco
08/06/2026 14:22:34,inglaterra,criativo_sj_2,nao_atingida,banco
08/06/2026 14:22:34,inglaterra,criativo_sj_4,nao_atingida,banco
08/06/2026 14:22:34,inglaterra,mpdv_leve_25,preenchida,banco
08/06/2026 14:22:34,inglaterra,mpdv_leve_50,preenchida,banco
08/06/2026 14:22:34,inglaterra,mpdv_pesado_1,preenchida,banco
08/06/2026 14:22:34,inglaterra,mpdv_pesado_2,preenchida,banco
08/06/2026 14:22:34,inglaterra,autofalante,nao_atingida,banco
08/06/2026 14:56:09,mexico,efetividade_90,nao_atingida,banco
08/06/2026 14:56:09,mexico,pe_50pct_prom,nao_atingida,banco
08/06/2026 14:56:09,mexico,pe_100pct_prom,nao_atingida,banco
08/06/2026 14:56:09,mexico,cross_50pct,nao_atingida,banco
08/06/2026 14:56:09,mexico,terminal_20pct,nao_atingida,banco
08/06/2026 14:56:09,mexico,ilha_20pct,preenchida,banco
08/06/2026 14:56:09,mexico,display_turbilhao,nao_atingida,banco
08/06/2026 14:56:09,mexico,criativo_copa_2,nao_atingida,banco
08/06/2026 14:56:09,mexico,criativo_copa_4,nao_atingida,banco
08/06/2026 14:56:09,mexico,criativo_sj_2,nao_atingida,banco
08/06/2026 14:56:09,mexico,criativo_sj_4,nao_atingida,banco
08/06/2026 14:56:09,mexico,mpdv_leve_25,preenchida,banco
08/06/2026 14:56:09,mexico,mpdv_leve_50,preenchida,banco
08/06/2026 14:56:09,mexico,mpdv_pesado_1,preenchida,banco
08/06/2026 14:56:09,mexico,mpdv_pesado_2,preenchida,banco
08/06/2026 14:56:09,mexico,autofalante,preenchida,banco
08/06/2026 14:56:09,canada,efetividade_90,nao_atingida,banco
08/06/2026 14:56:09,canada,pe_50pct_prom,preenchida,banco
08/06/2026 14:56:09,canada,pe_100pct_prom,nao_atingida,banco
08/06/2026 14:56:09,canada,cross_50pct,nao_atingida,banco
08/06/2026 14:56:09,canada,terminal_20pct,nao_atingida,banco
08/06/2026 14:56:09,canada,ilha_20pct,nao_atingida,banco
08/06/2026 14:56:09,canada,display_turbilhao,preenchida,banco
08/06/2026 14:56:09,canada,criativo_copa_2,nao_atingida,banco
08/06/2026 14:56:09,canada,criativo_copa_4,nao_atingida,banco
08/06/2026 14:56:09,canada,criativo_sj_2,nao_atingida,banco
08/06/2026 14:56:09,canada,criativo_sj_4,nao_atingida,banco
08/06/2026 14:56:09,canada,mpdv_leve_25,preenchida,banco
08/06/2026 14:56:09,canada,mpdv_leve_50,preenchida,banco
08/06/2026 14:56:09,canada,mpdv_pesado_1,preenchida,banco
08/06/2026 14:56:09,canada,mpdv_pesado_2,preenchida,banco
08/06/2026 14:56:09,canada,autofalante,preenchida,banco
08/06/2026 14:56:09,belgica,efetividade_90,nao_atingida,banco
08/06/2026 14:56:09,belgica,pe_50pct_prom,preenchida,banco
08/06/2026 14:56:09,belgica,pe_100pct_prom,nao_atingida,banco
08/06/2026 14:56:09,belgica,cross_50pct,nao_atingida,banco
08/06/2026 14:56:09,belgica,terminal_20pct,preenchida,banco
08/06/2026 14:56:09,belgica,ilha_20pct,preenchida,banco
08/06/2026 14:56:09,belgica,display_turbilhao,nao_atingida,banco
08/06/2026 14:56:09,belgica,criativo_copa_2,nao_atingida,banco
08/06/2026 14:56:09,belgica,criativo_copa_4,nao_atingida,banco
08/06/2026 14:56:09,belgica,criativo_sj_2,nao_atingida,banco
08/06/2026 14:56:09,belgica,criativo_sj_4,nao_atingida,banco
08/06/2026 14:56:09,belgica,mpdv_leve_25,preenchida,banco
08/06/2026 14:56:09,belgica,mpdv_leve_50,preenchida,banco
08/06/2026 14:56:09,belgica,mpdv_pesado_1,preenchida,banco
08/06/2026 14:56:09,belgica,mpdv_pesado_2,preenchida,banco
08/06/2026 14:56:09,belgica,autofalante,preenchida,banco
08/06/2026 14:56:09,alemanha,efetividade_90,nao_atingida,banco
08/06/2026 14:56:09,alemanha,pe_50pct_prom,preenchida,banco
08/06/2026 14:56:09,alemanha,pe_100pct_prom,nao_atingida,banco
08/06/2026 14:56:09,alemanha,cross_50pct,nao_atingida,banco
08/06/2026 14:56:09,alemanha,terminal_20pct,nao_atingida,banco
08/06/2026 14:56:09,alemanha,ilha_20pct,preenchida,banco
08/06/2026 14:56:09,alemanha,display_turbilhao,preenchida,banco
08/06/2026 14:56:09,alemanha,criativo_copa_2,nao_atingida,banco
