data_hora;equipe;figurinha;acao;origem
03/06/2026 09:30;alemanha;pe_50pct_prom;preenchida;banco
03/06/2026 09:30;alemanha;terminal_20pct;preenchida;banco
03/06/2026 09:30;alemanha;display_turbilhao;preenchida;banco
03/06/2026 09:30;holanda;pe_50pct_prom;preenchida;banco
03/06/2026 09:30;holanda;ilha_20pct;preenchida;banco
03/06/2026 09:30;holanda;mpdv_leve_25;preenchida;banco
03/06/2026 09:30;holanda;mpdv_leve_50;preenchida;banco
03/06/2026 09:30;holanda;mpdv_pesado_1;preenchida;banco
03/06/2026 09:30;uruguai;display_turbilhao;preenchida;banco
03/06/2026 09:30;espanha;ilha_20pct;removida;banco
03/06/2026 09:30;portugal;ilha_20pct;removida;banco
03/06/2026 09:30;inglaterra;terminal_20pct;removida;banco
03/06/2026 09:31;mexico;autofalante;preenchida;banco
03/06/2026 09:31;canada;autofalante;preenchida;banco
03/06/2026 09:31;uruguai;autofalante;preenchida;banco
03/06/2026 09:31;japao;autofalante;preenchida;banco
03/06/2026 09:31;portugal;autofalante;preenchida;banco
05/06/2026 14:56;alemanha;terminal_20pct;removida;banco
05/06/2026 14:56;espanha;autofalante;preenchida;banco
05/06/2026 14:56;franca;autofalante;preenchida;banco
05/06/2026 14:56;japao;display_turbilhao;preenchida;banco
05/06/2026 14:56;portugal;display_turbilhao;preenchida;banco
08/06/2026 10:21;mexico;ilha_20pct;preenchida;banco
08/06/2026 10:21;holanda;mpdv_pesado_2;preenchida;banco
08/06/2026 10:21;espanha;display_turbilhao;preenchida;banco
08/06/2026 10:21;inglaterra;ilha_20pct;preenchida;banco
08/06/2026 10:28;mexico;efetividade_90;nao_atingida;banco
08/06/2026 10:28;mexico;pe_50pct_prom;nao_atingida;banco
08/06/2026 10:28;mexico;pe_100pct_prom;nao_atingida;banco
08/06/2026 10:28;mexico;cross_50pct;nao_atingida;banco
08/06/2026 10:28;mexico;terminal_20pct;nao_atingida;banco
08/06/2026 10:28;mexico;ilha_20pct;mantida;banco
08/06/2026 10:28;mexico;display_turbilhao;nao_atingida;banco
08/06/2026 10:28;mexico;criativo_copa_2;nao_atingida;banco
08/06/2026 10:28;mexico;criativo_copa_4;nao_atingida;banco
08/06/2026 10:28;mexico;criativo_sj_2;nao_atingida;banco
08/06/2026 10:28;mexico;criativo_sj_4;nao_atingida;banco
08/06/2026 10:28;mexico;mpdv_leve_25;mantida;banco
08/06/2026 10:28;mexico;mpdv_leve_50;mantida;banco
08/06/2026 10:28;mexico;mpdv_pesado_1;mantida;banco
08/06/2026 10:28;mexico;mpdv_pesado_2;mantida;banco
08/06/2026 10:28;mexico;autofalante;mantida;banco
08/06/2026 10:28;canada;efetividade_90;nao_atingida;banco
08/06/2026 10:28;canada;pe_50pct_prom;mantida;banco
08/06/2026 10:28;canada;pe_100pct_prom;nao_atingida;banco
08/06/2026 10:28;canada;cross_50pct;nao_atingida;banco
08/06/2026 10:28;canada;terminal_20pct;nao_atingida;banco
08/06/2026 10:28;canada;ilha_20pct;nao_atingida;banco
08/06/2026 10:28;canada;display_turbilhao;mantida;banco
08/06/2026 10:28;canada;criativo_copa_2;nao_atingida;banco
08/06/2026 10:28;canada;criativo_copa_4;nao_atingida;banco
08/06/2026 10:28;canada;criativo_sj_2;nao_atingida;banco
08/06/2026 10:28;canada;criativo_sj_4;nao_atingida;banco
08/06/2026 10:28;canada;mpdv_leve_25;mantida;banco
08/06/2026 10:28;canada;mpdv_leve_50;mantida;banco
08/06/2026 10:28;canada;mpdv_pesado_1;mantida;banco
08/06/2026 10:28;canada;mpdv_pesado_2;mantida;banco
08/06/2026 10:28;canada;autofalante;mantida;banco
08/06/2026 10:28;belgica;efetividade_90;nao_atingida;banco
08/06/2026 10:28;belgica;pe_50pct_prom;mantida;banco
08/06/2026 10:28;belgica;pe_100pct_prom;nao_atingida;banco
08/06/2026 10:28;belgica;cross_50pct;nao_atingida;banco
08/06/2026 10:28;belgica;terminal_20pct;mantida;banco
08/06/2026 10:28;belgica;ilha_20pct;mantida;banco
08/06/2026 10:28;belgica;display_turbilhao;nao_atingida;banco
08/06/2026 10:28;belgica;criativo_copa_2;nao_atingida;banco
08/06/2026 10:28;belgica;criativo_copa_4;nao_atingida;banco
08/06/2026 10:28;belgica;criativo_sj_2;nao_atingida;banco
08/06/2026 10:28;belgica;criativo_sj_4;nao_atingida;banco
08/06/2026 10:28;belgica;mpdv_leve_25;mantida;banco
08/06/2026 10:28;belgica;mpdv_leve_50;mantida;banco
08/06/2026 10:28;belgica;mpdv_pesado_1;mantida;banco
08/06/2026 10:28;belgica;mpdv_pesado_2;mantida;banco
08/06/2026 10:28;belgica;autofalante;mantida;banco
08/06/2026 10:28;alemanha;efetividade_90;nao_atingida;banco
08/06/2026 10:28;alemanha;pe_50pct_prom;mantida;banco
08/06/2026 10:28;alemanha;pe_100pct_prom;nao_atingida;banco
08/06/2026 10:28;alemanha;cross_50pct;nao_atingida;banco
08/06/2026 10:28;alemanha;terminal_20pct;nao_atingida;banco
08/06/2026 10:28;alemanha;ilha_20pct;mantida;banco
08/06/2026 10:28;alemanha;display_turbilhao;mantida;banco
08/06/2026 10:28;alemanha;criativo_copa_2;nao_atingida;banco
08/06/2026 10:28;alemanha;criativo_copa_4;nao_atingida;banco
08/06/2026 10:28;alemanha;criativo_sj_2;nao_atingida;banco
08/06/2026 10:28;alemanha;criativo_sj_4;nao_atingida;banco
08/06/2026 10:28;alemanha;mpdv_leve_25;mantida;banco
08/06/2026 10:28;alemanha;mpdv_leve_50;mantida;banco
08/06/2026 10:28;alemanha;mpdv_pesado_1;mantida;banco
08/06/2026 10:28;alemanha;mpdv_pesado_2;mantida;banco
08/06/2026 10:28;alemanha;autofalante;mantida;banco
08/06/2026 10:28;holanda;efetividade_90;nao_atingida;banco
08/06/2026 10:28;holanda;pe_50pct_prom;mantida;banco
08/06/2026 10:28;holanda;pe_100pct_prom;nao_atingida;banco
08/06/2026 10:28;holanda;cross_50pct;nao_atingida;banco
08/06/2026 10:28;holanda;terminal_20pct;nao_atingida;banco
08/06/2026 10:28;holanda;ilha_20pct;mantida;banco
08/06/2026 10:28;holanda;display_turbilhao;nao_atingida;banco
08/06/2026 10:28;holanda;criativo_copa_2;nao_atingida;banco
08/06/2026 10:28;holanda;criativo_copa_4;nao_atingida;banco
08/06/2026 10:28;holanda;criativo_sj_2;nao_atingida;banco
08/06/2026 10:28;holanda;criativo_sj_4;nao_atingida;banco
08/06/2026 10:28;holanda;mpdv_leve_25;mantida;banco
08/06/2026 10:28;holanda;mpdv_leve_50;mantida;banco
08/06/2026 10:28;holanda;mpdv_pesado_1;mantida;banco
08/06/2026 10:28;holanda;mpdv_pesado_2;mantida;banco
08/06/2026 10:28;holanda;autofalante;nao_atingida;banco
08/06/2026 10:28;uruguai;efetividade_90;nao_atingida;banco
08/06/2026 10:28;uruguai;pe_50pct_prom;mantida;banco
08/06/2026 10:28;uruguai;pe_100pct_prom;nao_atingida;banco
08/06/2026 10:28;uruguai;cross_50pct;nao_atingida;banco
08/06/2026 10:28;uruguai;terminal_20pct;nao_atingida;banco
08/06/2026 10:28;uruguai;ilha_20pct;nao_atingida;banco
08/06/2026 10:28;uruguai;display_turbilhao;mantida;banco
08/06/2026 10:28;uruguai;criativo_copa_2;nao_atingida;banco
08/06/2026 10:28;uruguai;criativo_copa_4;nao_atingida;banco
08/06/2026 10:28;uruguai;criativo_sj_2;nao_atingida;banco
08/06/2026 10:28;uruguai;criativo_sj_4;nao_atingida;banco
08/06/2026 10:28;uruguai;mpdv_leve_25;mantida;banco
08/06/2026 10:28;uruguai;mpdv_leve_50;mantida;banco
08/06/2026 10:28;uruguai;mpdv_pesado_1;mantida;banco
08/06/2026 10:28;uruguai;mpdv_pesado_2;mantida;banco
08/06/2026 10:28;uruguai;autofalante;mantida;banco
08/06/2026 10:28;espanha;efetividade_90;nao_atingida;banco
08/06/2026 10:28;espanha;pe_50pct_prom;mantida;banco
08/06/2026 10:28;espanha;pe_100pct_prom;nao_atingida;banco
08/06/2026 10:28;espanha;cross_50pct;nao_atingida;banco
08/06/2026 10:28;espanha;terminal_20pct;nao_atingida;banco
08/06/2026 10:28;espanha;ilha_20pct;nao_atingida;banco
08/06/2026 10:28;espanha;display_turbilhao;mantida;banco
08/06/2026 10:28;espanha;criativo_copa_2;nao_atingida;banco
08/06/2026 10:28;espanha;criativo_copa_4;nao_atingida;banco
08/06/2026 10:28;espanha;criativo_sj_2;nao_atingida;banco
08/06/2026 10:28;espanha;criativo_sj_4;nao_atingida;banco
08/06/2026 10:28;espanha;mpdv_leve_25;mantida;banco
08/06/2026 10:28;espanha;mpdv_leve_50;mantida;banco
08/06/2026 10:28;espanha;mpdv_pesado_1;mantida;banco
08/06/2026 10:28;espanha;mpdv_pesado_2;mantida;banco
08/06/2026 10:28;espanha;autofalante;mantida;banco
08/06/2026 10:28;franca;efetividade_90;nao_atingida;banco
08/06/2026 10:28;franca;pe_50pct_prom;mantida;banco
08/06/2026 10:28;franca;pe_100pct_prom;nao_atingida;banco
08/06/2026 10:28;franca;cross_50pct;nao_atingida;banco
08/06/2026 10:28;franca;terminal_20pct;nao_atingida;banco
08/06/2026 10:28;franca;ilha_20pct;nao_atingida;banco
08/06/2026 10:28;franca;display_turbilhao;nao_atingida;banco
08/06/2026 10:28;franca;criativo_copa_2;nao_atingida;banco
08/06/2026 10:28;franca;criativo_copa_4;nao_atingida;banco
08/06/2026 10:28;franca;criativo_sj_2;nao_atingida;banco
08/06/2026 10:28;franca;criativo_sj_4;nao_atingida;banco
08/06/2026 10:28;franca;mpdv_leve_25;mantida;banco
08/06/2026 10:28;franca;mpdv_leve_50;mantida;banco
08/06/2026 10:28;franca;mpdv_pesado_1;mantida;banco
08/06/2026 10:28;franca;mpdv_pesado_2;mantida;banco
08/06/2026 10:28;franca;autofalante;mantida;banco
08/06/2026 10:28;japao;efetividade_90;nao_atingida;banco
08/06/2026 10:28;japao;pe_50pct_prom;mantida;banco
08/06/2026 10:28;japao;pe_100pct_prom;nao_atingida;banco
08/06/2026 10:28;japao;cross_50pct;nao_atingida;banco
08/06/2026 10:28;japao;terminal_20pct;nao_atingida;banco
08/06/2026 10:28;japao;ilha_20pct;nao_atingida;banco
08/06/2026 10:28;japao;display_turbilhao;mantida;banco
08/06/2026 10:28;japao;criativo_copa_2;nao_atingida;banco
08/06/2026 10:28;japao;criativo_copa_4;nao_atingida;banco
08/06/2026 10:28;japao;criativo_sj_2;nao_atingida;banco
08/06/2026 10:28;japao;criativo_sj_4;nao_atingida;banco
08/06/2026 10:28;japao;mpdv_leve_25;mantida;banco
08/06/2026 10:28;japao;mpdv_leve_50;mantida;banco
08/06/2026 10:28;japao;mpdv_pesado_1;mantida;banco
08/06/2026 10:28;japao;mpdv_pesado_2;mantida;banco
08/06/2026 10:28;japao;autofalante;mantida;banco
08/06/2026 10:28;portugal;efetividade_90;nao_atingida;banco
08/06/2026 10:28;portugal;pe_50pct_prom;mantida;banco
08/06/2026 10:28;portugal;pe_100pct_prom;nao_atingida;banco
08/06/2026 10:28;portugal;cross_50pct;nao_atingida;banco
08/06/2026 10:28;portugal;terminal_20pct;nao_atingida;banco
08/06/2026 10:28;portugal;ilha_20pct;nao_atingida;banco
08/06/2026 10:28;portugal;display_turbilhao;mantida;banco
08/06/2026 10:28;portugal;criativo_copa_2;nao_atingida;banco
08/06/2026 10:28;portugal;criativo_copa_4;nao_atingida;banco
08/06/2026 10:28;portugal;criativo_sj_2;nao_atingida;banco
08/06/2026 10:28;portugal;criativo_sj_4;nao_atingida;banco
08/06/2026 10:28;portugal;mpdv_leve_25;mantida;banco
08/06/2026 10:28;portugal;mpdv_leve_50;mantida;banco
08/06/2026 10:28;portugal;mpdv_pesado_1;mantida;banco
08/06/2026 10:28;portugal;mpdv_pesado_2;mantida;banco
08/06/2026 10:28;portugal;autofalante;mantida;banco
08/06/2026 10:28;inglaterra;efetividade_90;nao_atingida;banco
08/06/2026 10:28;inglaterra;pe_50pct_prom;nao_atingida;banco
08/06/2026 10:28;inglaterra;pe_100pct_prom;nao_atingida;banco
08/06/2026 10:28;inglaterra;cross_50pct;nao_atingida;banco
08/06/2026 10:28;inglaterra;terminal_20pct;nao_atingida;banco
08/06/2026 10:28;inglaterra;ilha_20pct;mantida;banco
08/06/2026 10:28;inglaterra;display_turbilhao;nao_atingida;banco
08/06/2026 10:28;inglaterra;criativo_copa_2;nao_atingida;banco
08/06/2026 10:28;inglaterra;criativo_copa_4;nao_atingida;banco
08/06/2026 10:28;inglaterra;criativo_sj_2;nao_atingida;banco
08/06/2026 10:28;inglaterra;criativo_sj_4;nao_atingida;banco
08/06/2026 10:28;inglaterra;mpdv_leve_25;mantida;banco
08/06/2026 10:28;inglaterra;mpdv_leve_50;mantida;banco
08/06/2026 10:28;inglaterra;mpdv_pesado_1;mantida;banco
08/06/2026 10:28;inglaterra;mpdv_pesado_2;mantida;banco
08/06/2026 10:28;inglaterra;autofalante;nao_atingida;banco
08/06/2026 12:07:43,mexico,efetividade_90,nao_atingida,banco
08/06/2026 12:07:43,mexico,pe_50pct_prom,nao_atingida,banco
08/06/2026 12:07:43,mexico,pe_100pct_prom,nao_atingida,banco
08/06/2026 12:07:43,mexico,cross_50pct,nao_atingida,banco
08/06/2026 12:07:43,mexico,terminal_20pct,nao_atingida,banco
08/06/2026 12:07:43,mexico,ilha_20pct,preenchida,banco
08/06/2026 12:07:43,mexico,display_turbilhao,nao_atingida,banco
08/06/2026 12:07:43,mexico,criativo_copa_2,nao_atingida,banco
08/06/2026 12:07:43,mexico,criativo_copa_4,nao_atingida,banco
08/06/2026 12:07:43,mexico,criativo_sj_2,nao_atingida,banco
08/06/2026 12:07:43,mexico,criativo_sj_4,nao_atingida,banco
08/06/2026 12:07:43,mexico,mpdv_leve_25,preenchida,banco
08/06/2026 12:07:43,mexico,mpdv_leve_50,preenchida,banco
08/06/2026 12:07:43,mexico,mpdv_pesado_1,preenchida,banco
08/06/2026 12:07:43,mexico,mpdv_pesado_2,preenchida,banco
08/06/2026 12:07:43,mexico,autofalante,preenchida,banco
08/06/2026 12:07:43,canada,efetividade_90,nao_atingida,banco
08/06/2026 12:07:43,canada,pe_50pct_prom,preenchida,banco
08/06/2026 12:07:43,canada,pe_100pct_prom,nao_atingida,banco
08/06/2026 12:07:43,canada,cross_50pct,nao_atingida,banco
08/06/2026 12:07:43,canada,terminal_20pct,nao_atingida,banco
08/06/2026 12:07:43,canada,ilha_20pct,nao_atingida,banco
08/06/2026 12:07:43,canada,display_turbilhao,preenchida,banco
08/06/2026 12:07:43,canada,criativo_copa_2,nao_atingida,banco
08/06/2026 12:07:43,canada,criativo_copa_4,nao_atingida,banco
08/06/2026 12:07:43,canada,criativo_sj_2,nao_atingida,banco
08/06/2026 12:07:43,canada,criativo_sj_4,nao_atingida,banco
08/06/2026 12:07:43,canada,mpdv_leve_25,preenchida,banco
08/06/2026 12:07:43,canada,mpdv_leve_50,preenchida,banco
08/06/2026 12:07:43,canada,mpdv_pesado_1,preenchida,banco
08/06/2026 12:07:43,canada,mpdv_pesado_2,preenchida,banco
08/06/2026 12:07:43,canada,autofalante,preenchida,banco
08/06/2026 12:07:43,belgica,efetividade_90,nao_atingida,banco
08/06/2026 12:07:43,belgica,pe_50pct_prom,preenchida,banco
08/06/2026 12:07:43,belgica,pe_100pct_prom,nao_atingida,banco
08/06/2026 12:07:43,belgica,cross_50pct,nao_atingida,banco
08/06/2026 12:07:43,belgica,terminal_20pct,preenchida,banco
08/06/2026 12:07:43,belgica,ilha_20pct,preenchida,banco
08/06/2026 12:07:43,belgica,display_turbilhao,nao_atingida,banco
08/06/2026 12:07:43,belgica,criativo_copa_2,nao_atingida,banco
08/06/2026 12:07:43,belgica,criativo_copa_4,nao_atingida,banco
08/06/2026 12:07:43,belgica,criativo_sj_2,nao_atingida,banco
08/06/2026 12:07:43,belgica,criativo_sj_4,nao_atingida,banco
08/06/2026 12:07:43,belgica,mpdv_leve_25,preenchida,banco
08/06/2026 12:07:43,belgica,mpdv_leve_50,preenchida,banco
08/06/2026 12:07:43,belgica,mpdv_pesado_1,preenchida,banco
08/06/2026 12:07:43,belgica,mpdv_pesado_2,preenchida,banco
08/06/2026 12:07:43,belgica,autofalante,preenchida,banco
08/06/2026 12:07:43,alemanha,efetividade_90,nao_atingida,banco
08/06/2026 12:07:43,alemanha,pe_50pct_prom,preenchida,banco
08/06/2026 12:07:43,alemanha,pe_100pct_prom,nao_atingida,banco
08/06/2026 12:07:43,alemanha,cross_50pct,nao_atingida,banco
08/06/2026 12:07:43,alemanha,terminal_20pct,nao_atingida,banco
08/06/2026 12:07:43,alemanha,ilha_20pct,preenchida,banco
08/06/2026 12:07:43,alemanha,display_turbilhao,preenchida,banco
08/06/2026 12:07:43,alemanha,criativo_copa_2,nao_atingida,banco
08/06/2026 12:07:43,alemanha,criativo_copa_4,nao_atingida,banco
08/06/2026 12:07:43,alemanha,criativo_sj_2,nao_atingida,banco
08/06/2026 12:07:43,alemanha,criativo_sj_4,nao_atingida,banco
08/06/2026 12:07:43,alemanha,mpdv_leve_25,preenchida,banco
08/06/2026 12:07:43,alemanha,mpdv_leve_50,preenchida,banco
08/06/2026 12:07:43,alemanha,mpdv_pesado_1,preenchida,banco
08/06/2026 12:07:43,alemanha,mpdv_pesado_2,preenchida,banco
08/06/2026 12:07:43,alemanha,autofalante,preenchida,banco
08/06/2026 12:07:43,holanda,efetividade_90,nao_atingida,banco
08/06/2026 12:07:43,holanda,pe_50pct_prom,preenchida,banco
08/06/2026 12:07:43,holanda,pe_100pct_prom,nao_atingida,banco
08/06/2026 12:07:43,holanda,cross_50pct,nao_atingida,banco
08/06/2026 12:07:43,holanda,terminal_20pct,nao_atingida,banco
08/06/2026 12:07:43,holanda,ilha_20pct,preenchida,banco
08/06/2026 12:07:43,holanda,display_turbilhao,nao_atingida,banco
08/06/2026 12:07:43,holanda,criativo_copa_2,nao_atingida,banco
08/06/2026 12:07:43,holanda,criativo_copa_4,nao_atingida,banco
08/06/2026 12:07:43,holanda,criativo_sj_2,nao_atingida,banco
08/06/2026 12:07:43,holanda,criativo_sj_4,nao_atingida,banco
08/06/2026 12:07:43,holanda,mpdv_leve_25,preenchida,banco
08/06/2026 12:07:43,holanda,mpdv_leve_50,preenchida,banco
08/06/2026 12:07:43,holanda,mpdv_pesado_1,preenchida,banco
08/06/2026 12:07:43,holanda,mpdv_pesado_2,preenchida,banco
08/06/2026 12:07:43,holanda,autofalante,nao_atingida,banco
08/06/2026 12:07:43,uruguai,efetividade_90,nao_atingida,banco
08/06/2026 12:07:43,uruguai,pe_50pct_prom,preenchida,banco
08/06/2026 12:07:43,uruguai,pe_100pct_prom,nao_atingida,banco
08/06/2026 12:07:43,uruguai,cross_50pct,nao_atingida,banco
08/06/2026 12:07:43,uruguai,terminal_20pct,nao_atingida,banco
08/06/2026 12:07:43,uruguai,ilha_20pct,nao_atingida,banco
08/06/2026 12:07:43,uruguai,display_turbilhao,preenchida,banco
08/06/2026 12:07:43,uruguai,criativo_copa_2,nao_atingida,banco
08/06/2026 12:07:43,uruguai,criativo_copa_4,nao_atingida,banco
08/06/2026 12:07:43,uruguai,criativo_sj_2,nao_atingida,banco
08/06/2026 12:07:43,uruguai,criativo_sj_4,nao_atingida,banco
08/06/2026 12:07:43,uruguai,mpdv_leve_25,preenchida,banco
08/06/2026 12:07:43,uruguai,mpdv_leve_50,preenchida,banco
08/06/2026 12:07:43,uruguai,mpdv_pesado_1,preenchida,banco
08/06/2026 12:07:43,uruguai,mpdv_pesado_2,preenchida,banco
08/06/2026 12:07:43,uruguai,autofalante,preenchida,banco
08/06/2026 12:07:43,espanha,efetividade_90,nao_atingida,banco
08/06/2026 12:07:43,espanha,pe_50pct_prom,preenchida,banco
08/06/2026 12:07:43,espanha,pe_100pct_prom,nao_atingida,banco
08/06/2026 12:07:43,espanha,cross_50pct,nao_atingida,banco
08/06/2026 12:07:43,espanha,terminal_20pct,nao_atingida,banco
08/06/2026 12:07:43,espanha,ilha_20pct,nao_atingida,banco
08/06/2026 12:07:43,espanha,display_turbilhao,preenchida,banco
08/06/2026 12:07:43,espanha,criativo_copa_2,nao_atingida,banco
08/06/2026 12:07:43,espanha,criativo_copa_4,nao_atingida,banco
08/06/2026 12:07:43,espanha,criativo_sj_2,nao_atingida,banco
08/06/2026 12:07:43,espanha,criativo_sj_4,nao_atingida,banco
08/06/2026 12:07:43,espanha,mpdv_leve_25,preenchida,banco
08/06/2026 12:07:43,espanha,mpdv_leve_50,preenchida,banco
08/06/2026 12:07:43,espanha,mpdv_pesado_1,preenchida,banco
08/06/2026 12:07:43,espanha,mpdv_pesado_2,preenchida,banco
08/06/2026 12:07:43,espanha,autofalante,preenchida,banco
08/06/2026 12:07:43,franca,efetividade_90,nao_atingida,banco
08/06/2026 12:07:43,franca,pe_50pct_prom,preenchida,banco
08/06/2026 12:07:43,franca,pe_100pct_prom,nao_atingida,banco
08/06/2026 12:07:43,franca,cross_50pct,nao_atingida,banco
08/06/2026 12:07:43,franca,terminal_20pct,nao_atingida,banco
08/06/2026 12:07:43,franca,ilha_20pct,nao_atingida,banco
08/06/2026 12:07:43,franca,display_turbilhao,nao_atingida,banco
08/06/2026 12:07:43,franca,criativo_copa_2,nao_atingida,banco
08/06/2026 12:07:43,franca,criativo_copa_4,nao_atingida,banco
08/06/2026 12:07:43,franca,criativo_sj_2,nao_atingida,banco
08/06/2026 12:07:43,franca,criativo_sj_4,nao_atingida,banco
08/06/2026 12:07:43,franca,mpdv_leve_25,preenchida,banco
08/06/2026 12:07:43,franca,mpdv_leve_50,preenchida,banco
08/06/2026 12:07:43,franca,mpdv_pesado_1,preenchida,banco
08/06/2026 12:07:43,franca,mpdv_pesado_2,preenchida,banco
08/06/2026 12:07:43,franca,autofalante,preenchida,banco
08/06/2026 12:07:43,japao,efetividade_90,nao_atingida,banco
08/06/2026 12:07:43,japao,pe_50pct_prom,preenchida,banco
08/06/2026 12:07:43,japao,pe_100pct_prom,nao_atingida,banco
08/06/2026 12:07:43,japao,cross_50pct,nao_atingida,banco
08/06/2026 12:07:43,japao,terminal_20pct,nao_atingida,banco
08/06/2026 12:07:43,japao,ilha_20pct,nao_atingida,banco
08/06/2026 12:07:43,japao,display_turbilhao,preenchida,banco
08/06/2026 12:07:43,japao,criativo_copa_2,nao_atingida,banco
08/06/2026 12:07:43,japao,criativo_copa_4,nao_atingida,banco
08/06/2026 12:07:43,japao,criativo_sj_2,nao_atingida,banco
08/06/2026 12:07:43,japao,criativo_sj_4,nao_atingida,banco
08/06/2026 12:07:43,japao,mpdv_leve_25,preenchida,banco
08/06/2026 12:07:43,japao,mpdv_leve_50,preenchida,banco
08/06/2026 12:07:43,japao,mpdv_pesado_1,preenchida,banco
08/06/2026 12:07:43,japao,mpdv_pesado_2,preenchida,banco
08/06/2026 12:07:43,japao,autofalante,preenchida,banco
08/06/2026 12:07:43,portugal,efetividade_90,nao_atingida,banco
08/06/2026 12:07:43,portugal,pe_50pct_prom,preenchida,banco
08/06/2026 12:07:43,portugal,pe_100pct_prom,nao_atingida,banco
08/06/2026 12:07:43,portugal,cross_50pct,nao_atingida,banco
08/06/2026 12:07:43,portugal,terminal_20pct,nao_atingida,banco
08/06/2026 12:07:43,portugal,ilha_20pct,nao_atingida,banco
08/06/2026 12:07:43,portugal,display_turbilhao,preenchida,banco
08/06/2026 12:07:43,portugal,criativo_copa_2,nao_atingida,banco
08/06/2026 12:07:43,portugal,criativo_copa_4,nao_atingida,banco
08/06/2026 12:07:43,portugal,criativo_sj_2,nao_atingida,banco
08/06/2026 12:07:43,portugal,criativo_sj_4,nao_atingida,banco
08/06/2026 12:07:43,portugal,mpdv_leve_25,preenchida,banco
08/06/2026 12:07:43,portugal,mpdv_leve_50,preenchida,banco
